Uniprot	GeneName	ProteinName	No. Peptides	k.mean	k.sd	k.mean.cv	k.median	k.mad	k.median.cv	normality
P29699	Ahsg	Alpha-2-HS-glycoprotein (Countertrypin) (Fetuin-A)	2	1.1025	0.0883883476483184	0.0801708368692231	1.1025	0.0926625	0.084047619047619	0
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein (Arp2/3 complex 16 kDa subunit 2) (ARC16-2)	2	0.081	0.0014142135623731	0.0174594266959642	0.081	0.0014826	0.0183037037037037	0
Q9D7X8	Ggct	Gamma-glutamylcyclotransferase (EC 2.3.2.4)	2	0.053	0.00848528137423857	0.160099648570539	0.053	0.0088956	0.167841509433962	0
Q9D7X3	Dusp3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	7	0.101285714285714	0.0163881490282286	0.161801189277292	0.099	0.014826	0.149757575757576	0.956231593478713
P06151	Ldha	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)	11	0.0876363636363636	0.0233806446757686	0.266791588623915	0.088	0.0118608	0.134781818181818	0.207784885951567
Q80YV4	Pank4	Pantothenate kinase 4 (mPanK4) (EC 2.7.1.33) (Pantothenic acid kinase 4)	5	0.1362	0.0799481081702375	0.586990515199982	0.119	0.022239	0.186882352941177	0.282499071270085
Q9D892	Itpa	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	4	0.07825	0.0160494028964735	0.205104190370269	0.0715	0.0044478	0.062206993006993	0.0455532264090165
P59017	Bcl2l13	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	2	0.045	0.00989949493661166	0.219988776369148	0.045	0.0103782	0.230626666666667	0
Q9D880	Timm50	Mitochondrial import inner membrane translocase subunit TIM50	4	0.08275	0.0786527176898548	0.95048601437891	0.057	0.0355824	0.624252631578948	0.213583539949166
Q01279	Egfr	Epidermal growth factor receptor (EC 2.7.10.1)	5	0.3492	0.0747040828870819	0.213929217889696	0.383	0.0652344	0.170324804177546	0.340524817481006
A2ARP1	Ppip5k1	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1 (EC 2.7.4.21) (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 1) (Histidine acid phosphatase domain-containing protein 2A) (InsP6 and PP-IP5 kinase 1) (VIP1 homolog)	3	0.217666666666667	0.0299054064231425	0.137390841147669	0.212	0.0311346	0.146861320754717	0.685168139280765
Q9JJI8	Rpl38	60S ribosomal protein L38	3	0.222333333333333	0.151318648333024	0.680593620688263	0.139	0.0118608	0.0853294964028778	0.0504916435333388
Q923D2	Blvrb	Flavin reductase (NADPH) (FR) (EC 1.5.1.30) (Biliverdin reductase B) (BVR-B) (EC 1.3.1.24) (Biliverdin-IX beta-reductase) (NADPH-dependent diaphorase) (NADPH-flavin reductase) (FLR)	1	0.048	NA	NA	0.048	NA	NA	0
P10605	Ctsb	Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	4	0.193	0.0487715764217917	0.252702468506693	0.195	0.0504084	0.258504615384615	0.992753435445501
P70698	Ctps1	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	3	0.140333333333333	0.0465008960487143	0.331360304385138	0.14	0.0681996	0.48714	0.988143616928408
P70697	Urod	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	2	0.247	0.130107647738325	0.526751610276618	0.247	0.1363992	0.552223481781376	0
P70695	Fbp2	Fructose-1,6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase) (RAE-30)	2	0.0605	0.0346482322781408	0.572698054184146	0.0605	0.0363237	0.60039173553719	0
Q9D855			4	0.03325	0.0112657297440808	0.338818939671603	0.0365	0.0051891	0.142167123287671	0.240339293213489
Q5GIG6	Tnni3k	Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase)	2	0.2595	0.202939646200539	0.78204102582096	0.2595	0.2127531	0.819857803468208	0
Q9D7S9	Chmp5	Charged multivesicular body protein 5 (Chromatin-modifying protein 5) (SNF7 domain-containing protein 2)	1	0.304	NA	NA	0.304	NA	NA	0
Q11011	Npepps	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	13	0.0746153846153846	0.0170906332120768	0.229049723460824	0.076	0.0118608	0.156063157894737	0.24844771598702
P31938	Map2k1	Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1)	1	0.206	NA	NA	0.206	NA	NA	0
P70670	Naca	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	19	0.171	0.047668997612005	0.278766067906462	0.17	0.0311346	0.183144705882353	0.0545059420093232
P68372	Tubb4b	Tubulin beta-4B chain (Tubulin beta-2C chain)	1	0.043	NA	NA	0.043	NA	NA	0
Q9D832	Dnajb4	DnaJ homolog subfamily B member 4	1	0.281	NA	NA	0.281	NA	NA	0
P68368	Tuba4a	Tubulin alpha-4A chain (Alpha-tubulin 4) (Alpha-tubulin isotype M-alpha-4) (Tubulin alpha-4 chain)	8	0.090625	0.0244068930544514	0.269317440600843	0.092	0.0326172	0.354534782608696	0.668798793817412
Q9D820	Prorsd1	Prolyl-tRNA synthetase associated domain-containing protein 1 (PrdX deacylase domain-containing protein 1)	1	0.181	NA	NA	0.181	NA	NA	0
Q9D819	Ppa1	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)	6	0.123166666666667	0.0250871813216764	0.203684828051499	0.131	0.014826	0.113175572519084	0.0580563659177955
P56399	Usp5	Ubiquitin carboxyl-terminal hydrolase 5 (EC 3.4.19.12) (Deubiquitinating enzyme 5) (Isopeptidase T) (Ubiquitin thioesterase 5) (Ubiquitin-specific-processing protease 5)	6	0.109833333333333	0.0184652827399601	0.168120935416935	0.108	0.022239	0.205916666666667	0.601300075679159
P56392	Cox7a1	Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)	5	0.0664	0.0191781125244379	0.288826995849968	0.069	0.0266868	0.386765217391304	0.652335576890525
P56391	Cox6b1	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	8	0.029375	0.00550162313711664	0.187289298284822	0.03	0.007413	0.2471	0.138964653003986
P60867	Rps20	40S ribosomal protein S20	2	0.0835	0.0148492424049175	0.177835238382246	0.0835	0.0155673	0.186434730538922	0
P56387	Dynlt3	Dynein light chain Tctex-type 3 (Protein 91/23) (T-complex-associated testis-expressed 1-like)	2	0.1335	0.0134350288425444	0.100636920168872	0.1335	0.0140847	0.105503370786517	0
Q05BC3	Eml1	Echinoderm microtubule-associated protein-like 1 (EMAP-1)	6	0.1045	0.0227398328929656	0.217606056392015	0.1105	0.0229803	0.207966515837104	0.371697758622949
P48787	Tnni3	Troponin I, cardiac muscle (Cardiac troponin I)	3	0.170333333333333	0.0185562208796224	0.108940631387216	0.172	0.0237216	0.137916279069768	0.851293436151976
P56382	Atp5e	ATP synthase subunit epsilon, mitochondrial (ATPase subunit epsilon)	2	0.0195	0.000707106781186548	0.0362618862146948	0.0195	0.000741300000000001	0.0380153846153846	0
P56380	Nudt2	Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] (EC 3.6.1.17) (Diadenosine 5',5'''-P1,P4-tetraphosphate asymmetrical hydrolase) (Ap4A hydrolase) (Ap4Aase) (Diadenosine tetraphosphatase) (Nucleoside diphosphate-linked moiety X motif 2) (Nudix motif 2)	1	0.316	NA	NA	0.316	NA	NA	0
Q61292	Lamb2	Laminin subunit beta-2 (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	2	0.0495	0.00636396103067893	0.128564869306645	0.0495	0.0066717	0.134781818181818	0
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein (Protein DD16)	2	0.0965	0.0190918830920368	0.197843348104008	0.0965	0.0200151	0.2074103626943	0
Q6P069	Sri	Sorcin	3	0.162	0.0402864741569674	0.248681939240539	0.179	0.0177912	0.0993921787709498	0.285503944583828
Q99LY9	Ndufs5	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (Complex I-15 kDa) (CI-15 kDa) (NADH-ubiquinone oxidoreductase 15 kDa subunit) [Cleaved into: NADH dehydrogenase [ubiquinone] iron-sulfur protein 5, N-terminally processed]	2	0.0355	0.00919238815542512	0.258940511420426	0.0355	0.0096369	0.271461971830986	0
P97290	Serping1	Plasma protease C1 inhibitor (C1 Inh) (C1Inh) (C1 esterase inhibitor) (C1-inhibiting factor) (Serpin G1)	1	31.3	NA	NA	31.3	NA	NA	0
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt)	1	0.193	NA	NA	0.193	NA	NA	0
P56376	Acyp1	Acylphosphatase-1 (EC 3.6.1.7) (Acylphosphatase, organ-common type isozyme) (Acylphosphate phosphohydrolase 1)	3	0.0723333333333333	0.0136503968196288	0.188715163405007	0.066	0.0044478	0.0673909090909091	0.210293225967963
P56375	Acyp2	Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphatase, muscle type isozyme) (Acylphosphate phosphohydrolase 2)	4	0.0945	0.0178232058470598	0.18860535287894	0.0865	0.00370649999999999	0.0428497109826589	0.0211678931945601
P48774	Gstm5	Glutathione S-transferase Mu 5 (EC 2.5.1.18) (Fibrous sheath component 2) (Fsc2) (GST class-mu 5)	2	0.095	0.00707106781186548	0.0744322927564788	0.095	0.00741300000000001	0.0780315789473685	0
P48771	Cox7a2	Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L)	1	0.072	NA	NA	0.072	NA	NA	0
P60843	Eif4a1	Eukaryotic initiation factor 4A-I (eIF-4A-I) (eIF4A-I) (EC 3.6.4.13) (ATP-dependent RNA helicase eIF4A-1)	1	0.378	NA	NA	0.378	NA	NA	0
Q99LX0	Park7	Protein DJ-1 (EC 3.4.-.-) (Parkinson disease protein 7 homolog)	8	0.06175	0.0166024955094967	0.268866324040432	0.059	0.0088956	0.150772881355932	0.22005475196371
Q99M87	Dnaja3	DnaJ homolog subfamily A member 3, mitochondrial (DnaJ protein Tid-1) (mTid-1) (Tumorous imaginal discs protein Tid56 homolog)	4	0.11475	0.0300152738895827	0.261571014288303	0.123	0.0170499	0.138617073170732	0.389724447396532
P48758	Cbr1	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)	7	0.0622857142857143	0.0186343257253407	0.299174954305929	0.064	0.0059304	0.0926625000000001	0.0994688600993768
Q922Y1	Ubxn1	UBX domain-containing protein 1 (Protein 2B28) (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein) (mY33K)	1	0.311	NA	NA	0.311	NA	NA	0
Q6PIE5	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 3.6.3.9) (Na(+)/K(+) ATPase alpha(+) subunit) (Sodium pump subunit alpha-2)	3	0.115333333333333	0.0478156180900481	0.414586284017758	0.109	0.0563388	0.516869724770642	0.78044081487901
Q78J03	Msrb2	Methionine-R-sulfoxide reductase B2, mitochondrial (MsrB2) (EC 1.8.4.-)	4	0.056	0.0220302821891444	0.393397896234722	0.054	0.0237216	0.439288888888889	0.64987798123686
Q00PI9	Hnrnpul2	Heterogeneous nuclear ribonucleoprotein U-like protein 2 (MLF1-associated nuclear protein)	2	0.195	0.0424264068711929	0.217571317288168	0.195	0.044478	0.228092307692308	0
Q61247	Serpinf2	Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2)	1	0.064	NA	NA	0.064	NA	NA	0
Q6WVG3	Kctd12	BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain)	2	0.1535	0.037476659402887	0.24414761825985	0.1535	0.0392889	0.255953745928339	0
Q61239	Fnta	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha (EC 2.5.1.58) (EC 2.5.1.59) (CAAX farnesyltransferase subunit alpha) (FTase-alpha) (Ras proteins prenyltransferase subunit alpha) (Type I protein geranyl-geranyltransferase subunit alpha) (GGTase-I-alpha)	1	0.076	NA	NA	0.076	NA	NA	0
Q61234			3	0.0883333333333333	0.0213853532431273	0.242098338601441	0.077	0.0029652	0.0385090909090909	0.0893394649130863
Q61233	Lcp1	Plastin-2 (65 kDa macrophage protein) (L-plastin) (Lymphocyte cytosolic protein 1) (LCP-1) (pp65)	2	0.242	0.00565685424949239	0.0233754307830264	0.242	0.0059304	0.024505785123967	0
P48722	Hspa4l	Heat shock 70 kDa protein 4L (Heat shock 70-related protein APG-1) (Osmotic stress protein 94)	4	0.16675	0.017173137938847	0.102987333966099	0.167	0.0207564	0.124289820359282	0.621635352792608
Q9D7H3	RtcA	RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1)	1	0.087	NA	NA	0.087	NA	NA	0
Q9JIY5	Htra2	Serine protease HTRA2, mitochondrial (EC 3.4.21.108) (High temperature requirement protein A2) (HtrA2) (Omi stress-regulated endoprotease) (Serine protease 25) (Serine proteinase OMI)	5	0.0246	0.0127788888405839	0.519467026039996	0.029	0.014826	0.511241379310345	0.791853627838758
Q9D7G0	Prps1	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	1	0.094	NA	NA	0.094	NA	NA	0
Q61210	Arhgef1	Rho guanine nucleotide exchange factor 1 (Lbc's second cousin) (Lymphoid blast crisis-like 2)	1	0.188	NA	NA	0.188	NA	NA	0
Q9Z2Z6	Slc25a20	Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (mCAC) (Solute carrier family 25 member 20)	2	0.0285	0.00636396103067893	0.223296878269436	0.0285	0.0066717	0.234094736842105	0
Q78IK4	Apool	MICOS complex subunit Mic27 (Apolipoprotein O-like) (Protein FAM121A)	2	0.032	0.00989949493661166	0.309359216769115	0.032	0.0103782	0.32431875	0
Q78IK2	Usmg5	Up-regulated during skeletal muscle growth protein 5 (Diabetes-associated protein in insulin-sensitive tissues)	2	0.0425	0.0148492424049175	0.349393938939235	0.0425	0.0155673	0.366289411764706	0
Q80YD1	Supv3l1	ATP-dependent RNA helicase SUPV3L1, mitochondrial (EC 3.6.4.13) (Suppressor of var1 3-like protein 1) (SUV3-like protein 1)	1	0.059	NA	NA	0.059	NA	NA	0
Q3UMT1	Ppp1r12c	Protein phosphatase 1 regulatory subunit 12C (Protein phosphatase 1 myosin-binding subunit of 85 kDa) (Protein phosphatase 1 myosin-binding subunit p85)	1	0.118	NA	NA	0.118	NA	NA	0
Q61207	Psap	Prosaposin (Sulfated glycoprotein 1) (SGP-1)	5	0.5224	0.430866916808427	0.8247835314097	0.304	0.0756126	0.248725657894737	0.0118040349529273
Q922S4			1	0.178	NA	NA	0.178	NA	NA	0
Q61206	Pafah1b2	Platelet-activating factor acetylhydrolase IB subunit beta (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta)	2	0.0755	0.0106066017177982	0.140484790964215	0.0755	0.0111195	0.147278145695364	0
P54116	Stom	Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin)	1	0.1	NA	NA	0.1	NA	NA	0
Q9Z2Y8	Prosc	Proline synthase co-transcribed bacterial homolog protein	3	0.125	0.0543415126767741	0.434732101414193	0.114	0.0548562	0.481194736842105	0.663455198307003
Q99LP6	Grpel1	GrpE protein homolog 1, mitochondrial (Mt-GrpE#1)	3	0.114	0.0407308237088326	0.357287927270461	0.109	0.0489258	0.448860550458716	0.796576886398451
Q58A65	Spag9	C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (JNK-associated leucine-zipper protein) (JLP) (JNK/SAPK-associated protein 2) (JSAP2) (Mitogen-activated protein kinase 8-interacting protein 4) (Sperm-associated antigen 9)	2	0.1205	0.0120208152801713	0.0997578031549486	0.1205	0.0126021	0.104581742738589	0
Q922R8	Pdia6	Protein disulfide-isomerase A6 (EC 5.3.4.1) (Thioredoxin domain-containing protein 7)	5	0.1886	0.0912047147904098	0.483588095389236	0.173	0.0993342	0.57418612716763	0.773394179427201
Q9Z2W0	Dnpep	Aspartyl aminopeptidase (EC 3.4.11.21)	9	0.0931111111111111	0.0166766636684653	0.179104979732921	0.092	0.0103782	0.112806521739131	0.741843781999242
Q9CVB6	Arpc2	Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC)	2	0.095	0.0014142135623731	0.0148864585512958	0.095	0.0014826	0.0156063157894737	0
Q9D7B6	Acad8	Isobutyryl-CoA dehydrogenase, mitochondrial (EC 1.3.99.-) (Acyl-CoA dehydrogenase family member 8) (ACAD-8)	4	0.029	0.00804155872120988	0.277295128317582	0.0285	0.0081543	0.286115789473684	0.979017613600153
P42125	Eci1	Enoyl-CoA delta isomerase 1, mitochondrial (EC 5.3.3.8) (3,2-trans-enoyl-CoA isomerase) (Delta(3),Delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Dodecenoyl-CoA isomerase)	9	0.0265555555555556	0.00531768537784794	0.200247566529839	0.026	0.007413	0.285115384615385	0.268503970508434
Q9DCZ4	Apoo	Apolipoprotein O (Protein FAM121B)	3	0.0256666666666667	0.0136503968196288	0.531833642323202	0.032	0.0044478	0.13899375	0.210293225967963
Q9DCZ1	Gmpr	GMP reductase 1 (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 1) (Guanosine monophosphate reductase 1)	2	0.1095	0.0346482322781408	0.316422212585761	0.1095	0.0363237	0.331723287671233	0
Q9JIS8	Slc12a4	Solute carrier family 12 member 4 (Electroneutral potassium-chloride cotransporter 1) (Erythroid K-Cl cotransporter 1) (mKCC1)	1	0.22	NA	NA	0.22	NA	NA	0
Q6PHZ2	Camk2d	Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta) (EC 2.7.11.17)	1	0.106	NA	NA	0.106	NA	NA	0
Q9D7A8	Armc1	Armadillo repeat-containing protein 1	1	0.076	NA	NA	0.076	NA	NA	0
Q9Z2U1	Psma5	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	4	0.13725	0.0254476587004253	0.185410992352826	0.131	0.0185325	0.141469465648855	0.510790823920498
Q9Z2U0	Psma7	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1)	1	0.114	NA	NA	0.114	NA	NA	0
P12787	Cox5a	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	10	0.0627	0.0903696728874116	1.44130259788535	0.031	0.0044478	0.143477419354839	9.48172325751077e-07
Q3UN02	Lclat1	Lysocardiolipin acyltransferase 1 (EC 2.3.1.-) (EC 2.3.1.51) (Acyl-CoA:lysocardiolipin acyltransferase 1)	1	0.139	NA	NA	0.139	NA	NA	0
P61290	Psme3	Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma)	1	0.639	NA	NA	0.639	NA	NA	0
Q9DCX2	Atp5h	ATP synthase subunit d, mitochondrial (ATPase subunit d)	15	0.028	0.00398210281850467	0.142217957803738	0.03	0.0029652	0.0988400000000001	0.141696608823828
O70622	Rtn2	Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI)	4	0.0685	0.015	0.218978102189781	0.066	0.014826	0.224636363636364	0.224230536227595
Q9DCW4	Etfb	Electron transfer flavoprotein subunit beta (Beta-ETF)	14	0.0374285714285714	0.00524352033413674	0.140094054728844	0.036	0.00444779999999999	0.12355	0.229003722597462
Q60766	Irgm1	Immunity-related GTPase family M protein 1 (EC 3.6.5.-) (Interferon-inducible GTPase 3) (Interferon-inducible protein 1) (LPS-stimulated RAW 264.7 macrophage protein 47) (LRG-47)	1	0.093	NA	NA	0.093	NA	NA	0
Q6NSR8	Npepl1	Probable aminopeptidase NPEPL1 (EC 3.4.11.-) (Aminopeptidase-like 1)	5	0.0724	0.0185553226864962	0.256288987382544	0.08	0.0118608	0.14826	0.141994999515333
Q9DCV4	Rmdn1	Regulator of microtubule dynamics protein 1 (RMD-1) (mRMD-1) (Microtubule-associated protein) (Protein FAM82B)	4	0.049	0.00804155872120988	0.164113443289998	0.0455	0.0014826	0.0325846153846154	0.021262231062758
Q60759	Gcdh	Glutaryl-CoA dehydrogenase, mitochondrial (GCD) (EC 1.3.8.6)	2	0.0255	0.00636396103067893	0.249567099242311	0.0255	0.0066717	0.261635294117647	0
Q9Z2Q5	Mrpl40	39S ribosomal protein L40, mitochondrial (L40mt) (MRP-L40) (Nuclear localization signal-containing protein deleted in velocardiofacial syndrome homolog)	2	0.0585	0.0120208152801713	0.20548402188327	0.0585	0.0126021	0.215420512820513	0
Q9DCU6	Mrpl4	39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4)	4	0.06425	0.00537742193496722	0.0836952830345093	0.064	0.0051891	0.0810796875	0.957278712229671
P43883	Plin2	Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP)	2	0.1155	0.122329473145273	1.05912963762141	0.1155	0.1282449	1.11034545454545	0
Q922J3	Clip1	CAP-Gly domain-containing linker protein 1 (Restin)	5	0.3842	0.235742868396904	0.613594139502613	0.299	0.1141602	0.381806688963211	0.139945543749479
P30115	Gsta3	Glutathione S-transferase A3 (EC 2.5.1.18) (GST class-alpha member 3) (Glutathione S-transferase Ya3) (Glutathione S-transferase Yc)	1	0.086	NA	NA	0.086	NA	NA	0
Q9DCT8	Crip2	Cysteine-rich protein 2 (CRP-2) (Heart LIM protein)	7	0.130857142857143	0.0330274056475758	0.252392837918156	0.134	0.0385476	0.287668656716418	0.872174079710398
Q9DCT2	Ndufs3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)	13	0.0472307692307692	0.0189083484478587	0.40033962511753	0.042	0.0059304	0.1412	0.000288600919591168
Q9DCT1	Akr1e2	1,5-anhydro-D-fructose reductase (AF reductase) (EC 1.1.1.263) (Aldo-keto reductase family 1 member C-like protein 2) (Aldo-keto reductase family 1 member E1) (Aldo-keto reductase family 1 member E2)	1	0.143	NA	NA	0.143	NA	NA	0
